Class: book, Confidence: 0.27, BBox: (534, 234, 622, 251)
Class: person, Confidence: 0.93, BBox: (21, 167, 523, 479)
Class: chair, Confidence: 0.50, BBox: (335, 259, 553, 479)
Class: book, Confidence: 0.28, BBox: (540, 235, 617, 251)
Class: person, Confidence: 0.93, BBox: (26, 168, 524, 479)
Class: chair, Confidence: 0.28, BBox: (340, 258, 553, 479)
Class: person, Confidence: 0.93, BBox: (18, 166, 534, 479)
Class: chair, Confidence: 0.36, BBox: (333, 258, 553, 479)
Class: book, Confidence: 0.27, BBox: (541, 234, 616, 251)
Class: person, Confidence: 0.94, BBox: (20, 168, 525, 479)
Class: chair, Confidence: 0.29, BBox: (334, 258, 553, 479)
Class: person, Confidence: 0.92, BBox: (20, 166, 530, 479)
Class: chair, Confidence: 0.27, BBox: (333, 258, 552, 479)
Class: person, Confidence: 0.92, BBox: (25, 168, 529, 479)
Class: book, Confidence: 0.26, BBox: (534, 234, 621, 251)
Class: person, Confidence: 0.93, BBox: (32, 168, 528, 479)
Class: chair, Confidence: 0.44, BBox: (334, 259, 552, 479)
Class: book, Confidence: 0.30, BBox: (544, 235, 617, 252)
Class: person, Confidence: 0.92, BBox: (26, 167, 526, 479)
Class: book, Confidence: 0.27, BBox: (543, 235, 617, 252)
Class: person, Confidence: 0.92, BBox: (20, 169, 522, 479)
Class: chair, Confidence: 0.31, BBox: (335, 260, 552, 479)
Class: person, Confidence: 0.93, BBox: (25, 169, 524, 479)
Class: chair, Confidence: 0.52, BBox: (336, 260, 553, 479)
Class: book, Confidence: 0.27, BBox: (535, 234, 621, 250)
Class: person, Confidence: 0.92, BBox: (29, 168, 526, 479)
Class: chair, Confidence: 0.25, BBox: (334, 259, 552, 479)
Class: person, Confidence: 0.92, BBox: (24, 169, 527, 479)
Class: person, Confidence: 0.92, BBox: (23, 171, 524, 479)
Class: person, Confidence: 0.91, BBox: (23, 170, 524, 479)
Class: chair, Confidence: 0.30, BBox: (335, 259, 549, 479)
Class: book, Confidence: 0.25, BBox: (540, 235, 617, 252)
Class: person, Confidence: 0.92, BBox: (20, 170, 526, 479)
Class: book, Confidence: 0.27, BBox: (534, 234, 621, 251)
Class: person, Confidence: 0.93, BBox: (21, 170, 526, 479)
Class: chair, Confidence: 0.52, BBox: (334, 260, 550, 479)
Class: book, Confidence: 0.29, BBox: (533, 234, 620, 251)
Class: person, Confidence: 0.91, BBox: (25, 169, 527, 479)
Class: person, Confidence: 0.92, BBox: (21, 168, 529, 479)
Class: person, Confidence: 0.92, BBox: (27, 171, 528, 479)
Class: person, Confidence: 0.93, BBox: (22, 169, 531, 479)
Class: book, Confidence: 0.25, BBox: (534, 234, 621, 252)
Class: person, Confidence: 0.91, BBox: (22, 167, 530, 479)
Class: person, Confidence: 0.92, BBox: (23, 169, 530, 479)
Class: person, Confidence: 0.92, BBox: (24, 167, 523, 479)
Class: person, Confidence: 0.93, BBox: (20, 168, 532, 479)
Class: person, Confidence: 0.92, BBox: (22, 170, 525, 479)
Class: book, Confidence: 0.26, BBox: (534, 234, 621, 252)
Class: person, Confidence: 0.93, BBox: (20, 170, 531, 479)
Class: chair, Confidence: 0.31, BBox: (340, 259, 552, 479)
Class: book, Confidence: 0.27, BBox: (533, 234, 621, 252)
Class: person, Confidence: 0.92, BBox: (17, 170, 530, 479)
Class: book, Confidence: 0.26, BBox: (533, 241, 623, 268)
Class: person, Confidence: 0.92, BBox: (23, 170, 528, 479)
Class: chair, Confidence: 0.29, BBox: (337, 259, 552, 479)
Class: book, Confidence: 0.27, BBox: (534, 234, 621, 251)
Class: person, Confidence: 0.92, BBox: (23, 170, 530, 479)
Class: person, Confidence: 0.92, BBox: (21, 170, 526, 479)
Class: chair, Confidence: 0.36, BBox: (337, 259, 552, 479)
Class: person, Confidence: 0.91, BBox: (18, 168, 529, 479)
Class: person, Confidence: 0.92, BBox: (22, 168, 533, 479)
Class: book, Confidence: 0.27, BBox: (533, 234, 621, 250)
Class: person, Confidence: 0.93, BBox: (23, 169, 526, 479)
Class: person, Confidence: 0.93, BBox: (23, 169, 526, 479)
Class: person, Confidence: 0.92, BBox: (23, 168, 526, 479)
Class: person, Confidence: 0.93, BBox: (24, 170, 530, 479)
Class: person, Confidence: 0.91, BBox: (24, 167, 525, 479)
Class: chair, Confidence: 0.37, BBox: (336, 260, 553, 479)
Class: person, Confidence: 0.92, BBox: (21, 170, 529, 479)
Class: person, Confidence: 0.92, BBox: (22, 170, 529, 479)
Class: chair, Confidence: 0.28, BBox: (335, 259, 551, 479)
Class: chair, Confidence: 0.25, BBox: (303, 336, 550, 479)
Class: person, Confidence: 0.92, BBox: (27, 169, 534, 479)
Class: person, Confidence: 0.92, BBox: (19, 168, 527, 479)
Class: book, Confidence: 0.26, BBox: (533, 234, 620, 250)
Class: person, Confidence: 0.92, BBox: (20, 170, 532, 479)
Class: person, Confidence: 0.92, BBox: (23, 167, 527, 479)
Class: person, Confidence: 0.92, BBox: (26, 170, 525, 479)
Class: chair, Confidence: 0.32, BBox: (335, 260, 556, 479)
Class: person, Confidence: 0.92, BBox: (26, 170, 525, 479)
Class: chair, Confidence: 0.32, BBox: (335, 260, 556, 479)
Class: person, Confidence: 0.92, BBox: (25, 170, 528, 479)
Class: person, Confidence: 0.92, BBox: (24, 169, 526, 479)
Class: person, Confidence: 0.92, BBox: (30, 169, 528, 479)
Class: book, Confidence: 0.25, BBox: (534, 234, 620, 254)
Class: person, Confidence: 0.92, BBox: (33, 169, 529, 479)
Class: person, Confidence: 0.92, BBox: (24, 170, 528, 479)
Class: person, Confidence: 0.92, BBox: (27, 170, 527, 479)
Class: book, Confidence: 0.27, BBox: (535, 234, 621, 251)
Class: person, Confidence: 0.92, BBox: (24, 168, 524, 479)
Class: person, Confidence: 0.93, BBox: (21, 170, 528, 479)
Class: book, Confidence: 0.25, BBox: (535, 234, 620, 251)
Class: person, Confidence: 0.92, BBox: (22, 170, 527, 479)
Class: person, Confidence: 0.92, BBox: (25, 169, 524, 479)
Class: chair, Confidence: 0.29, BBox: (339, 263, 556, 479)
Class: person, Confidence: 0.92, BBox: (25, 169, 524, 479)
Class: chair, Confidence: 0.29, BBox: (339, 263, 556, 479)
Class: person, Confidence: 0.92, BBox: (28, 170, 529, 479)
Class: person, Confidence: 0.92, BBox: (27, 170, 521, 479)
Class: person, Confidence: 0.92, BBox: (26, 169, 527, 479)
Class: person, Confidence: 0.92, BBox: (24, 171, 525, 479)
